ID,Name,Cost_for_one,Cuisines,Rating
126,New Krishna Sagar,150, North Indian,3.7
126,New Krishna Sagar,150, Chinese,3.7
126,New Krishna Sagar,150, Beverages,3.7
127,Just Shawarma,150,Lebanese,4
127,Just Shawarma,150, Fast Food,4
127,Just Shawarma,150, Beverages,4
128,Momo Zone - The Momo Company,150,Chinese,4
128,Momo Zone - The Momo Company,150, Tibetan,4
129,Sreeraj Lassi Bar,100,Beverages,4.1
129,Sreeraj Lassi Bar,100, Shake,4.1
129,Sreeraj Lassi Bar,100, Ice Cream,4.1
129,Sreeraj Lassi Bar,100, Desserts,4.1
130,Sweet Truth - Cake and Desserts,100,Desserts,3.6
130,Sweet Truth - Cake and Desserts,100, Bakery,3.6
131,The Good Bowl,100,North Indian,4.3
131,The Good Bowl,100, Pasta,4.3
131,The Good Bowl,100, Italian,4.3
132,Upahara Darshini,100,South Indian,4.1
132,Upahara Darshini,100, North Indian,4.1
132,Upahara Darshini,100, Fast Food,4.1
132,Upahara Darshini,100, Street Food,4.1
132,Upahara Darshini,100, Ice Cream,4.1
132,Upahara Darshini,100, Beverages,4.1
132,Upahara Darshini,100, Chinese,4.1
132,Upahara Darshini,100,North Indian,4.1
132,Upahara Darshini,100, Chinese,4.1
132,Upahara Darshini,100, Beverages,4.1
132,Upahara Darshini,100, Juices,4.1
132,Upahara Darshini,100, Ice Cream,4.1
432,Upahara Darshini,150,South Indian,4.1
432,Upahara Darshini,150, North Indian,4.1
432,Upahara Darshini,150, Fast Food,4.1
432,Upahara Darshini,150, Street Food,4.1
432,Upahara Darshini,150, Ice Cream,4.1
432,Upahara Darshini,150, Beverages,4.1
432,Upahara Darshini,150, Chinese,4.1
432,Upahara Darshini,150,North Indian,4.1
432,Upahara Darshini,150, Chinese,4.1
432,Upahara Darshini,150, Beverages,4.1
432,Upahara Darshini,150, Juices,4.1
432,Upahara Darshini,150, Ice Cream,4.1
133,SLAY Coffee,100,Coffee,4.2
134,Sri Venkateshwara Sweet Meat Stall,100,Mithai,4.3
134,Sri Venkateshwara Sweet Meat Stall,100, Street Food,4.3
134,Sri Venkateshwara Sweet Meat Stall,100, Desserts,4.3
134,Sri Venkateshwara Sweet Meat Stall,100, Beverages,4.3
135,The Cake Deluxe,100,Bakery,4
136,The Thick Shake Factory,100,Ice Cream,3.9
136,The Thick Shake Factory,100, Shake,3.9
136,The Thick Shake Factory,100, Desserts,3.9
136,The Thick Shake Factory,100, Tea,3.9
136,The Thick Shake Factory,100, Beverages,3.9
137,Bake and Juice,100,Arabian,3.8
137,Bake and Juice,100, Sandwich,3.8
137,Bake and Juice,100, Burger,3.8
137,Bake and Juice,100, Biryani,3.8
137,Bake and Juice,100, Lebanese,3.8
137,Bake and Juice,100, Beverages,3.8
137,Bake and Juice,100, Juices,3.8
137,Bake and Juice,100, Shake,3.8
138,Ghee And Turmeric,100,North Indian,4
139,Melting Cheese,100,Pizza,3.6
139,Melting Cheese,100, Sandwich,3.6
139,Melting Cheese,100, Fast Food,3.6
139,Melting Cheese,100, Street Food,3.6
140,Gopaljee Cafe,100,Street Food,4.1
140,Gopaljee Cafe,100, North Indian,4.1
140,Gopaljee Cafe,100, Beverages,4.1
141,Bucket Biryani,450,North Indian,4
141,Bucket Biryani,450, Biryani,4
141,Bucket Biryani,450, Chinese,4
141,Bucket Biryani,450, Mughlai,4
142,Rooftop Cafe,450,Pizza,3.6
142,Rooftop Cafe,450, Fast Food,3.6
142,Rooftop Cafe,450, Chinese,3.6
142,Rooftop Cafe,450, Coffee,3.6
142,Rooftop Cafe,450, Beverages,3.6
143,Toscano,450,Italian,3.9
143,Toscano,450, Pizza,3.9
143,Toscano,450, Salad,3.9
143,Toscano,450, Continental,3.9
143,Toscano,450, Desserts,3.9
143,Toscano,450, Beverages,3.9
143,Toscano,450, Seafood,3.9
144,Mealful Rolls - India's Biggest Rolls,450,Rolls,4
144,Mealful Rolls - India's Biggest Rolls,450, Fast Food,4
144,Mealful Rolls - India's Biggest Rolls,450, North Indian,4
144,Mealful Rolls - India's Biggest Rolls,450, Desserts,4
144,Mealful Rolls - India's Biggest Rolls,450, Beverages,4
145,ZAZA 22 Spice Awadhi Biryani,450,Biryani,4
145,ZAZA 22 Spice Awadhi Biryani,450, Mughlai,4
145,ZAZA 22 Spice Awadhi Biryani,450, North Indian,4
146,Apsara Ice Creams,450,Ice Cream,4.7
146,Apsara Ice Creams,450, Desserts,4.7
147,Brew Cafe,450,Fast Food,4
147,Brew Cafe,450, Momos,4
147,Brew Cafe,450, Ice Cream,4
147,Brew Cafe,450, Desserts,4
147,Brew Cafe,450, Juices,4
147,Brew Cafe,450, Beverages,4
147,Brew Cafe,450, Sichuan,4
148,Bhartiya Jalpan,450,North Indian,3.9
148,Bhartiya Jalpan,450, Street Food,3.9
148,Bhartiya Jalpan,450, Rajasthani,3.9
148,Bhartiya Jalpan,450, Bengali,3.9
148,Bhartiya Jalpan,450, Mithai,3.9
148,Bhartiya Jalpan,450, Beverages,3.9
148,Bhartiya Jalpan,450, Desserts,3.9
149,Belgian Waffle Factory,450,Desserts,4.2
149,Belgian Waffle Factory,450, Waffle,4.2
150,Kunafa World,450,Desserts,4.4
151,Magnolia Bakery,450,Bakery,4.4
151,Magnolia Bakery,450, Desserts,4.4
152,Indiana Burgers,450,Burger,4.1
152,Indiana Burgers,450, Rolls,4.1
152,Indiana Burgers,450, Beverages,4.1
152,Indiana Burgers,450, Desserts,4.1
152,Indiana Burgers,450, Shake,4.1
153,Daily Sushi,400,Japanese,3.9
153,Daily Sushi,400, Korean,3.9
153,Daily Sushi,400, Sushi,3.9
153,Daily Sushi,400, Asian,3.9
154,Empire Juices And Ice Creams,400,Juices,4.3
154,Empire Juices And Ice Creams,400, Beverages,4.3
154,Empire Juices And Ice Creams,400, Shake,4.3
154,Empire Juices And Ice Creams,400, Ice Cream,4.3
155,Firangi Bake,400,Italian,3.7
155,Firangi Bake,400, Mexican,3.7
156,KC Das,400,Mithai,3.8
156,KC Das,400, Street Food,3.8
156,KC Das,400, Mishti,3.8
156,KC Das,400, Bengali,3.8
156,KC Das,400,Mithai,3.8
156,KC Das,400, Street Food,3.8
338,KC Das,150,Mithai,3.5
338,KC Das,150, Street Food,3.5
338,KC Das,150, Mishti,3.5
338,KC Das,150, Bengali,3.5
338,KC Das,150,Mithai,3.5
338,KC Das,150, Street Food,3.5
157,Rolls Kitchen,400,Rolls,4.2
157,Rolls Kitchen,400, Fast Food,4.2
157,Rolls Kitchen,400, Beverages,4.2
158,Swiss Cream,400,Ice Cream,3.9
158,Swiss Cream,400, Waffle,3.9
158,Swiss Cream,400, Desserts,3.9
158,Swiss Cream,400, Sandwich,3.9
158,Swiss Cream,400, Shake,3.9
158,Swiss Cream,400, Beverages,3.9
159,LeanCrust Pizza- ThinCrust Experts,400,Pizza,4
159,LeanCrust Pizza- ThinCrust Experts,400, Fast Food,4
159,LeanCrust Pizza- ThinCrust Experts,400, Beverages,4
160,Kulfi Shulfi- Kulfis and Ice Cream,400,Ice Cream,4.6
160,Kulfi Shulfi- Kulfis and Ice Cream,400, Desserts,4.6
161,Brik Oven,400,Cafe,4.1
161,Brik Oven,400, Italian,4.1
161,Brik Oven,400, Fast Food,4.1
161,Brik Oven,400, Beverages,4.1
161,Brik Oven,400, Waffle,4.1
161,Brik Oven,400, Desserts,4.1
162,Sweet Chariot,400,Bakery,4
162,Sweet Chariot,400, Desserts,4
163,Hotel Fanoos,400,Rolls,4.3
163,Hotel Fanoos,400, Biryani,4.3
163,Hotel Fanoos,400, Fast Food,4.3
163,Hotel Fanoos,400, Arabian,4.3
164,FB Café By Frozen Bottle,400,Bakery,3.6
165,Paris Panini - Gourmet Sandwiches,300,French,4.2
165,Paris Panini - Gourmet Sandwiches,300, Continental,4.2
165,Paris Panini - Gourmet Sandwiches,300, Sandwich,4.2
165,Paris Panini - Gourmet Sandwiches,300, Desserts,4.2
165,Paris Panini - Gourmet Sandwiches,300, Beverages,4.2
166,Jose Mess,300,Kerala,4
166,Jose Mess,300, South Indian,4
166,Jose Mess,300, Biryani,4
167,Khan Saheb Grills and Rolls,300,North Indian,4
167,Khan Saheb Grills and Rolls,300, Rolls,4
167,Khan Saheb Grills and Rolls,300, Kebab,4
167,Khan Saheb Grills and Rolls,300, Mughlai,4
167,Khan Saheb Grills and Rolls,300, Biryani,4
167,Khan Saheb Grills and Rolls,300, Beverages,4
168,UBQ By Barbeque Nation,300,North Indian,3.6
168,UBQ By Barbeque Nation,300, BBQ,3.6
168,UBQ By Barbeque Nation,300, Biryani,3.6
168,UBQ By Barbeque Nation,300, Kebab,3.6
169,By 2 Coffee,300,South Indian,4.4
170,Ambur Hot Dum Biryani,300,Biryani,4.2
171,The Cake Fancy,300,Bakery,4
172,Pure Veg Meals by Lunchbox,300,North Indian,3.8
173,Pasta Street,300,Pasta,4.1
173,Pasta Street,300, Pizza,4.1
173,Pasta Street,300, Italian,4.1
173,Pasta Street,300, European,4.1
173,Pasta Street,300, Salad,4.1
173,Pasta Street,300, Desserts,4.1
173,Pasta Street,300, Beverages,4.1
174,TrueCakes,300,Bakery,4
174,TrueCakes,300, Desserts,4
175,ITC Master Chef Creations,300,North Indian,4.3
175,ITC Master Chef Creations,300, Biryani,4.3
175,ITC Master Chef Creations,300, Mughlai,4.3
175,ITC Master Chef Creations,300, Rolls,4.3
175,ITC Master Chef Creations,300, Kebab,4.3
175,ITC Master Chef Creations,300, Desserts,4.3
175,ITC Master Chef Creations,300, Modern Indian,4.3
176,Friendly Neighbourhood Pizza - Man,300,Pizza,4.3
176,Friendly Neighbourhood Pizza - Man,300, Italian,4.3
176,Friendly Neighbourhood Pizza - Man,300, Ice Cream,4.3
176,Friendly Neighbourhood Pizza - Man,300, Shake,4.3
177,XO Belgian Waffle,150,Desserts,4.3
177,XO Belgian Waffle,150, Beverages,4.3
177,XO Belgian Waffle,150, Waffle,4.3
177,XO Belgian Waffle,150, Shake,4.3
178,Cupcake Bliss Cakes & Desserts,150,Bakery,3.9
178,Cupcake Bliss Cakes & Desserts,150, Desserts,3.9
179,The Biryani Life,150,Biryani,3.9
179,The Biryani Life,150, Kebab,3.9
179,The Biryani Life,150, Hyderabadi,3.9
179,The Biryani Life,150, Lucknowi,3.9
180,Chinese Square,150,Chinese,3.8
180,Chinese Square,150, Fast Food,3.8
180,Chinese Square,150, Beverages,3.8
180,Chinese Square,150, Shake,3.8
181,Donne Biryani Palace,150,Biryani,
181,Donne Biryani Palace,150, South Indian,
181,Donne Biryani Palace,150, North Indian,
181,Donne Biryani Palace,150, Chinese,
182,The Dessert Zone,150,Desserts,4.2
182,The Dessert Zone,150, Bakery,4.2
183,Just Cakes,150,Bakery,3.9
183,Just Cakes,150, Desserts,3.9
184,Snack House,150,Fast Food,3.9
184,Snack House,150, Momos,3.9
185,The Momo Co.,150,Chinese,3.5
185,The Momo Co.,150, Momos,3.5
185,The Momo Co.,150, Desserts,3.5
185,The Momo Co.,150, Beverages,3.5
185,The Momo Co.,150, Sichuan,3.5
186,Chef Bakers,150,Bakery,4.1
186,Chef Bakers,150, Fast Food,4.1
186,Chef Bakers,150, Pizza,4.1
186,Chef Bakers,150, Sandwich,4.1
186,Chef Bakers,150, Burger,4.1
186,Chef Bakers,150, Desserts,4.1
187,Antarastriya,150,Pizza,3.6
187,Antarastriya,150, Fast Food,3.6
187,Antarastriya,150, Chinese,3.6
187,Antarastriya,150, Beverages,3.6
187,Antarastriya,150, Shake,3.6
187,Antarastriya,150, Italian,3.6
187,Antarastriya,150, Mexican,3.6
187,Antarastriya,150, Juices,3.6
188,Auntie Fung's,150,Asian,4
188,Auntie Fung's,150, Thai,4
188,Auntie Fung's,150, Vietnamese,4
188,Auntie Fung's,150, Japanese,4
188,Auntie Fung's,150, Indonesian,4
188,Auntie Fung's,150, Chinese,4
188,Auntie Fung's,150, Korean,4
188,Auntie Fung's,150, Burmese,4
189,Sreenivasa Brahmins Bakery,100,Bakery,4.4
189,Sreenivasa Brahmins Bakery,100, Desserts,4.4
189,Sreenivasa Brahmins Bakery,100, Fast Food,4.4
190,Habibi Falafel,100,Arabian,4.1
190,Habibi Falafel,100, Fast Food,4.1
190,Habibi Falafel,100, Beverages,4.1
190,Habibi Falafel,100, Desserts,4.1
191,Crusto’s - Cheese Burst Pizza,100,Pizza,3.8
192,New Shanthi Sagar,100,South Indian,3.7
192,New Shanthi Sagar,100, North Indian,3.7
192,New Shanthi Sagar,100, Chinese,3.7
192,New Shanthi Sagar,100, Fast Food,3.7
192,New Shanthi Sagar,100, Street Food,3.7
192,New Shanthi Sagar,100, Beverages,3.7
192,New Shanthi Sagar,100,North Indian,3.7
192,New Shanthi Sagar,100, Street Food,3.7
192,New Shanthi Sagar,100, Fast Food,3.7
192,New Shanthi Sagar,100, South Indian,3.7
192,New Shanthi Sagar,100, Chinese,3.7
192,New Shanthi Sagar,100, Ice Cream,3.7
192,New Shanthi Sagar,100, Shake,3.7
447,New Shanthi Sagar,150,South Indian,4.1
447,New Shanthi Sagar,150, North Indian,4.1
447,New Shanthi Sagar,150, Chinese,4.1
447,New Shanthi Sagar,150, Fast Food,4.1
447,New Shanthi Sagar,150, Street Food,4.1
447,New Shanthi Sagar,150, Beverages,4.1
447,New Shanthi Sagar,150,North Indian,4.1
447,New Shanthi Sagar,150, Street Food,4.1
447,New Shanthi Sagar,150, Fast Food,4.1
447,New Shanthi Sagar,150, South Indian,4.1
447,New Shanthi Sagar,150, Chinese,4.1
447,New Shanthi Sagar,150, Ice Cream,4.1
447,New Shanthi Sagar,150, Shake,4.1
193,Gokul Veg,100,North Indian,4
193,Gokul Veg,100, Chinese,4
193,Gokul Veg,100, Beverages,4
193,Gokul Veg,100, Desserts,4
194,Udupi Aatithya,100,South Indian,4.1
194,Udupi Aatithya,100, North Indian,4.1
194,Udupi Aatithya,100, Chinese,4.1
194,Udupi Aatithya,100, Street Food,4.1
194,Udupi Aatithya,100, Fast Food,4.1
194,Udupi Aatithya,100, Beverages,4.1
194,Udupi Aatithya,100, Desserts,4.1
195,Singh Da Punjabi Dhaba,100,North Indian,3.6
195,Singh Da Punjabi Dhaba,100, Biryani,3.6
196,Zaatar,100,BBQ,3.8
196,Zaatar,100, Arabian,3.8
196,Zaatar,100, Biryani,3.8
196,Zaatar,100, Chinese,3.8
196,Zaatar,100, North Indian,3.8
196,Zaatar,100, Mughlai,3.8
196,Zaatar,100, Desserts,3.8
196,Zaatar,100, Beverages,3.8
197,Aligarh House by EatFit,100,Biryani,4
197,Aligarh House by EatFit,100, North Indian,4
197,Aligarh House by EatFit,100, Kebab,4
197,Aligarh House by EatFit,100, Desserts,4
197,Aligarh House by EatFit,100, Beverages,4
198,Mumbai Xpress,100,Fast Food,3.8
198,Mumbai Xpress,100, Chinese,3.8
198,Mumbai Xpress,100, Street Food,3.8
198,Mumbai Xpress,100, Beverages,3.8
198,Mumbai Xpress,100, Sichuan,3.8
199,NOTO - Healthy Ice Cream,100,Ice Cream,4.3
199,NOTO - Healthy Ice Cream,100, Mithai,4.3
199,NOTO - Healthy Ice Cream,100, Desserts,4.3
200,Tomba Kitchens,100,Naga,4.3
200,Tomba Kitchens,100, Chinese,4.3
200,Tomba Kitchens,100, Beverages,4.3
201,Adiga's,150,South Indian,4
201,Adiga's,150, North Indian,4
201,Adiga's,150, Chinese,4
201,Adiga's,150, Street Food,4
201,Adiga's,150, Desserts,4
201,Adiga's,150, Ice Cream,4
201,Adiga's,150, Beverages,4
202,Momo Monk,150,Momos,4.1
203,Lo! - Low Carb And Keto Foods,150,Healthy Food,4
203,Lo! - Low Carb And Keto Foods,150, North Indian,4
203,Lo! - Low Carb And Keto Foods,150, Fast Food,4
203,Lo! - Low Carb And Keto Foods,150, Desserts,4
204,Keventers Ice Cream,150,Ice Cream,4.4
204,Keventers Ice Cream,150, Desserts,4.4
204,Keventers Ice Cream,150, Shake,4.4
204,Keventers Ice Cream,150, Beverages,4.4
205,Bombay Kulfi,150,Desserts,
206,The Tasty Planet,150,Fast Food,4
206,The Tasty Planet,150, Salad,4
206,The Tasty Planet,150, Sandwich,4
206,The Tasty Planet,150, Street Food,4
206,The Tasty Planet,150, Beverages,4
206,The Tasty Planet,150, Juices,4
206,The Tasty Planet,150, Shake,4
207,Vidyarthi Bhavan,150,South Indian,4.2
208,AB's - Absolute Barbecues,150,North Indian,3.6
208,AB's - Absolute Barbecues,150, Mangalorean,3.6
208,AB's - Absolute Barbecues,150, BBQ,3.6
208,AB's - Absolute Barbecues,150, Street Food,3.6
208,AB's - Absolute Barbecues,150, Desserts,3.6
208,AB's - Absolute Barbecues,150, Salad,3.6
208,AB's - Absolute Barbecues,150, Beverages,3.6
209,Nagarjuna Chimney,150,Andhra,4.2
209,Nagarjuna Chimney,150, Biryani,4.2
209,Nagarjuna Chimney,150, North Indian,4.2
209,Nagarjuna Chimney,150, Beverages,4.2
210,IBC (Indian Biryani Company),150,Biryani,3.7
210,IBC (Indian Biryani Company),150, North Indian,3.7
210,IBC (Indian Biryani Company),150, Mughlai,3.7
211,Mainland China,150,Chinese,3.9
211,Mainland China,150, Momos,3.9
211,Mainland China,150, Thai,3.9
211,Mainland China,150, Asian,3.9
211,Mainland China,150, Seafood,3.9
211,Mainland China,150, Sushi,3.9
211,Mainland China,150, Beverages,3.9
211,Mainland China,150,Chinese,3.9
211,Mainland China,150, Asian,3.9
211,Mainland China,150, Sushi,3.9
211,Mainland China,150, Momos,3.9
211,Mainland China,150, Japanese,3.9
211,Mainland China,150, Thai,3.9
211,Mainland China,150, Beverages,3.9
562,Mainland China,200,Chinese,4.2
562,Mainland China,200, Momos,4.2
562,Mainland China,200, Thai,4.2
562,Mainland China,200, Asian,4.2
562,Mainland China,200, Seafood,4.2
562,Mainland China,200, Sushi,4.2
562,Mainland China,200, Beverages,4.2
562,Mainland China,200,Chinese,4.2
562,Mainland China,200, Asian,4.2
562,Mainland China,200, Sushi,4.2
562,Mainland China,200, Momos,4.2
562,Mainland China,200, Japanese,4.2
562,Mainland China,200, Thai,4.2
562,Mainland China,200, Beverages,4.2
212,Home Plate by EatFit,150,North Indian,3.6
212,Home Plate by EatFit,150, Beverages,3.6
213,Andhra Gunpowder,250,Andhra,4.1
213,Andhra Gunpowder,250, Biryani,4.1
213,Andhra Gunpowder,250, South Indian,4.1
213,Andhra Gunpowder,250, Desserts,4.1
213,Andhra Gunpowder,250, Beverages,4.1
213,Andhra Gunpowder,250, Hyderabadi,4.1
214,Burger Seigneur,250,Cafe,4.2
214,Burger Seigneur,250, Burger,4.2
214,Burger Seigneur,250, Continental,4.2
214,Burger Seigneur,250, Beverages,4.2
214,Burger Seigneur,250, Desserts,4.2
215,Maharaja Military Canteen,250,South Indian,3.6
216,The Pastry House,250,Bakery,4.1
217,Louis Burger,250,Burger,4.1
217,Louis Burger,250, Fast Food,4.1
218,India Sweet House,250,Mithai,4.2
218,India Sweet House,250, Street Food,4.2
219,Boss Burger,250,Burger,4.2
219,Boss Burger,250, Fast Food,4.2
219,Boss Burger,250, Desserts,4.2
219,Boss Burger,250, Beverages,4.2
219,Boss Burger,250, Shake,4.2
220,BigBites,250,Fast Food,4
220,BigBites,250, Momos,4
220,BigBites,250, Street Food,4
221,Taste Of Tibet,250,Chinese,4
221,Taste Of Tibet,250, Street Food,4
221,Taste Of Tibet,250, Momos,4
221,Taste Of Tibet,250, Sichuan,4
222,Church Street Social,250,North Indian,4.1
222,Church Street Social,250, Chinese,4.1
222,Church Street Social,250, Biryani,4.1
222,Church Street Social,250, Burger,4.1
222,Church Street Social,250, Pasta,4.1
222,Church Street Social,250, Pizza,4.1
222,Church Street Social,250, Kebab,4.1
222,Church Street Social,250, Rolls,4.1
223,Slay Coffee Bar,250,Coffee,4.6
224,The Taj Hotel,250,North Indian,3.8
224,The Taj Hotel,250, Chinese,3.8
224,The Taj Hotel,250, Mughlai,3.8
224,The Taj Hotel,250, Fast Food,3.8
224,The Taj Hotel,250, Lebanese,3.8
224,The Taj Hotel,250, Seafood,3.8
224,The Taj Hotel,250, Rolls,3.8
225,Olio - The Wood Fired Pizzeria,300,Pizza,3.6
225,Olio - The Wood Fired Pizzeria,300, Italian,3.6
226,Sukh Sagar,300,Chinese,2.9
226,Sukh Sagar,300, North Indian,2.9
226,Sukh Sagar,300, Street Food,2.9
226,Sukh Sagar,300, Ice Cream,2.9
226,Sukh Sagar,300, Shake,2.9
226,Sukh Sagar,300, Beverages,2.9
227,Tenzin Kitchen,300,Tibetan,4.1
227,Tenzin Kitchen,300, Chinese,4.1
227,Tenzin Kitchen,300, Sichuan,4.1
228,Just Bake - Cakes & Confectioners,300,Bakery,3.7
228,Just Bake - Cakes & Confectioners,300, Desserts,3.7
229,Kabab Biryani Corner,300,South Indian,3.6
229,Kabab Biryani Corner,300, Chinese,3.6
229,Kabab Biryani Corner,300, Rolls,3.6
229,Kabab Biryani Corner,300, North Indian,3.6
230,Taato Peero Momos,300,Tibetan,4.5
230,Taato Peero Momos,300, Momos,4.5
231,Eat N Drink,300,Fast Food,4.3
231,Eat N Drink,300, Sandwich,4.3
231,Eat N Drink,300, Burger,4.3
231,Eat N Drink,300, Wraps,4.3
231,Eat N Drink,300, Rolls,4.3
231,Eat N Drink,300, Shake,4.3
231,Eat N Drink,300, Juices,4.3
231,Eat N Drink,300, Beverages,4.3
232,Shiv Sagar Signature,300,Street Food,4
232,Shiv Sagar Signature,300, Fast Food,4
232,Shiv Sagar Signature,300, Continental,4
232,Shiv Sagar Signature,300, Chinese,4
232,Shiv Sagar Signature,300, Shake,4
232,Shiv Sagar Signature,300, Sichuan,4
233,RollsKing,300,Rolls,4.1
233,RollsKing,300, Fast Food,4.1
233,RollsKing,300, North Indian,4.1
234,Twiststick House,300,Chinese,3.9
234,Twiststick House,300, Fast Food,3.9
234,Twiststick House,300, Beverages,3.9
235,The Red Box,300,Chinese,3.8
235,The Red Box,300, Thai,3.8
235,The Red Box,300, Sichuan,3.8
236,Hotel Revoli Inn,300,Chinese,4
236,Hotel Revoli Inn,300, North Indian,4
236,Hotel Revoli Inn,300, Mughlai,4
237,Sagar,150,North Indian,3.8
237,Sagar,150, South Indian,3.8
237,Sagar,150, Fast Food,3.8
237,Sagar,150, Street Food,3.8
237,Sagar,150, Chinese,3.8
237,Sagar,150, Desserts,3.8
237,Sagar,150, Shake,3.8
237,Sagar,150, Beverages,3.8
238,Chicken County Deluxe Restaurant,150,North Indian,4.1
238,Chicken County Deluxe Restaurant,150, Chinese,4.1
238,Chicken County Deluxe Restaurant,150, Mughlai,4.1
238,Chicken County Deluxe Restaurant,150, Seafood,4.1
238,Chicken County Deluxe Restaurant,150, Fast Food,4.1
238,Chicken County Deluxe Restaurant,150, Biryani,4.1
238,Chicken County Deluxe Restaurant,150, Beverages,4.1
239,Richie Rich,150,Desserts,4.3
239,Richie Rich,150, Beverages,4.3
239,Richie Rich,150, Fast Food,4.3
239,Richie Rich,150, Ice Cream,4.3
239,Richie Rich,150, Shake,4.3
240,Punjabi Dhaba,150,North Indian,4.3
240,Punjabi Dhaba,150, Chinese,4.3
240,Punjabi Dhaba,150, Mughlai,4.3
241,Fabelle Chocolates - ITC Gardenia,150,Bakery,4.3
241,Fabelle Chocolates - ITC Gardenia,150, Desserts,4.3
241,Fabelle Chocolates - ITC Gardenia,150, Beverages,4.3
241,Fabelle Chocolates - ITC Gardenia,150, Ice Cream,4.3
241,Fabelle Chocolates - ITC Gardenia,150, Mithai,4.3
241,Fabelle Chocolates - ITC Gardenia,150, Juices,4.3
241,Fabelle Chocolates - ITC Gardenia,150, Bengali,4.3
242,Itminaan Matka Biryani - Slow Cooked,150,Biryani,3.9
242,Itminaan Matka Biryani - Slow Cooked,150, North Indian,3.9
242,Itminaan Matka Biryani - Slow Cooked,150, Desserts,3.9
243,The Brooklyn Creamery - Healthy Ice Cream,150,Ice Cream,4.1
243,The Brooklyn Creamery - Healthy Ice Cream,150, Desserts,4.1
244,Gandhinagar Donne Biriyani,150,Biryani,3.9
244,Gandhinagar Donne Biriyani,150, North Indian,3.9
245,Sri Maruthi Gowda's Military Hotel,150,South Indian,4.4
246,Simpli Namdhari's,150,Asian,3.3
246,Simpli Namdhari's,150, Fast Food,3.3
246,Simpli Namdhari's,150, Chinese,3.3
246,Simpli Namdhari's,150, North Indian,3.3
246,Simpli Namdhari's,150, Beverages,3.3
246,Simpli Namdhari's,150, Salad,3.3
247,Cookie Man,150,Bakery,4.5
248,Plan B,150,American,4.2
248,Plan B,150, Continental,4.2
248,Plan B,150, Bar Food,4.2
248,Plan B,150, Chinese,4.2
248,Plan B,150, Fast Food,4.2
248,Plan B,150, Pizza,4.2
248,Plan B,150, Burger,4.2
248,Plan B,150, Beverages,4.2
249,FreshMenu,250,Continental,3.8
249,FreshMenu,250, Healthy Food,3.8
249,FreshMenu,250, Fast Food,3.8
249,FreshMenu,250, Burger,3.8
249,FreshMenu,250, Sandwich,3.8
249,FreshMenu,250, Chinese,3.8
249,FreshMenu,250, Pasta,3.8
249,FreshMenu,250, Beverages,3.8
250,Bakingo,250,Bakery,4.3
250,Bakingo,250, Desserts,4.3
251,Chetty's Corner,250,Fast Food,4.2
251,Chetty's Corner,250, Sandwich,4.2
251,Chetty's Corner,250, Pizza,4.2
251,Chetty's Corner,250, Burger,4.2
251,Chetty's Corner,250, Street Food,4.2
251,Chetty's Corner,250, Beverages,4.2
252,Kaapi Katte,250,South Indian,3.7
252,Kaapi Katte,250, Beverages,3.7
253,Kailash Parbat,250,North Indian,3.5
253,Kailash Parbat,250, Street Food,3.5
253,Kailash Parbat,250, Beverages,3.5
254,Nomad Pizza - Traveller Series,250,Pizza,4.1
254,Nomad Pizza - Traveller Series,250, Beverages,4.1
255,Sree Udupi Grand,250,South Indian,3.7
255,Sree Udupi Grand,250, North Indian,3.7
255,Sree Udupi Grand,250, Chinese,3.7
255,Sree Udupi Grand,250, Beverages,3.7
255,Sree Udupi Grand,250, Shake,3.7
256,G 's Chinese Dragon,250,Chinese,3.5
256,G 's Chinese Dragon,250, Momos,3.5
257,Milano Ice Cream,250,Desserts,4.4
257,Milano Ice Cream,250, Ice Cream,4.4
257,Milano Ice Cream,250, Beverages,4.4
257,Milano Ice Cream,250, Shake,4.4
258,Lakeview Milkbar,250,Desserts,4
258,Lakeview Milkbar,250, Cafe,4
258,Lakeview Milkbar,250, Fast Food,4
258,Lakeview Milkbar,250, Sandwich,4
258,Lakeview Milkbar,250, Burger,4
258,Lakeview Milkbar,250, Ice Cream,4
258,Lakeview Milkbar,250, Shake,4
259,Pai Vihar,250,South Indian,4.2
259,Pai Vihar,250, Street Food,4.2
259,Pai Vihar,250, Chinese,4.2
259,Pai Vihar,250, North Indian,4.2
259,Pai Vihar,250, Biryani,4.2
259,Pai Vihar,250, Fast Food,4.2
259,Pai Vihar,250, Desserts,4.2
259,Pai Vihar,250, Beverages,4.2
260,Rajhans,250,North Indian,3.7
260,Rajhans,250, Chinese,3.7
260,Rajhans,250, Fast Food,3.7
260,Rajhans,250, Sichuan,3.7
260,Rajhans,250, Beverages,3.7
261,New Taj Darbar,150,North Indian,3.6
261,New Taj Darbar,150, Chinese,3.6
261,New Taj Darbar,150, Mughlai,3.6
261,New Taj Darbar,150, Biryani,3.6
262,Hamza Hotel,150,North Indian,4.2
262,Hamza Hotel,150, Chinese,4.2
262,Hamza Hotel,150, Mughlai,4.2
262,Hamza Hotel,150, Biryani,4.2
263,Dawat Durbar,150,Mughlai,3.8
263,Dawat Durbar,150, North Indian,3.8
264,Santhanam Sweets & Savouries,150,Mithai,4.4
264,Santhanam Sweets & Savouries,150, Street Food,4.4
265,RS Shiv Sagar,150,North Indian,3.8
265,RS Shiv Sagar,150, South Indian,3.8
